product_name,id,current_price,original_price,discount,discount_rate,short_description,rating_average,inventory_status,brand_name,product_link
Điện thoại Samsung Galaxy A53 5G (8GB/128GB) - Hàng chính hãng,170497385,7890000,9990000,2100000,21,...,5.0,available,Samsung,https://tiki.vn/product-p170497385.html?spid=170497389
Điện Thoại OnePlus 10T 5G - Hàng Chính Hãng,193310183,16990000,17990000,1000000,6,"OnePlus là minh chứng cho một hãng smartphone bền vững với nhiều sản phẩm điện thoại cấu hình tốt trong tầm giá, điển hình là điện thoại OnePlus 10T. Sản phẩm này, cùng với ...",5.0,available,OnePlus ,https://tiki.vn/product-p193310183.html?spid=193310187
Máy đọc sách Kobo Clara HD - Hàng Chính Hãng,120766388,3250000,3250000,0,0,GIỚI THIỆUKobo Clara là dòng máy đọc sách 6inch nhỏ gọn với các tính năng mà chỉ xuất hiện ở các dòng máy đọc sách cao cấp. Tự tin là máy đọc sách không có đối thủ trong phân khúc..Sản phù hợp đáp ứ...,5.0,available,Kobo,https://tiki.vn/product-p120766388.html?spid=137948561
Điện Thoại Oppo Reno 5G (8GB/128G) - Hàng Chính Hãng,81027831,6990000,8490000,1500000,18,"Từng đường nét lấp lánh, tỏa sángĐiện Thoại Oppo Reno 5G (8GB/128G) có cấu tạo các khung viền xung quanh hoàn toàn bằng kim loại cao cấp, mặt lưng làm từ kính. Chiếc điện thoại được thiết kế tổng thể...",5.0,available,OPPO,https://tiki.vn/product-p81027831.html?spid=81027833
Tecno Pova 2 4GB l 64GB - Điện Thoại Thông Minh Chiến Game Cực Đỉnh - Hàng Chính Hãng,107348438,3190000,4290000,1100000,26,"Tecno POVA 2 là sự kế thừa trực tiếp của POVA năm ngoái . CPU hiện đã tốt hơn một chút, màn hình hiển thị lớn hơn, nhưng quan trọng nhất là pin hiện đã được đẩy lên 7000mAh, đây là sản phẩm đầu tiên c...",4.8,available,Tecno,https://tiki.vn/product-p107348438.html?spid=168461597
"Máy tính bảng Fire HD10 2021 - 11th - (All New Fire HD10 - 2021) - Ram 3/4GB, bộ nhớ 32GB, màn hình 1080 FullHD",150724369,3400000,3400000,0,0,ALL NEW Fire HD10 2021 (11th) là dòng sản phẩm đánh vào phân khúc giá rẻ của máy tính bảng. Mục đích ban đầu của nhà sản xuất là bù đắp cho sự thiếu hụt của máy đọc sách công nghệ Eink ở tính năng đọc...,5.0,available,OEM,https://tiki.vn/product-p150724369.html?spid=153527696
Điện thoại Xiaomi Redmi 10A (2GB/32GB) - Hàng chính hãng,189677315,2390000,2890000,500000,17,"Diện mạo trẻ trungRedmi 10A có một thiết kế khá đơn giản, mặt trước là màn hình giọt nước với các cạnh mỏng, chỉ có cạnh dưới hơi dày. Phía mặt lưng có kết cấu đường vân nổi chạy dọc máy, mang đến mộ...",4.7,available,Xiaomi,https://tiki.vn/product-p189677315.html?spid=189677317
Điện thoại Samsung Galaxy A53 5G (8GB/128GB) - Hàng chính hãng - ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ,171934203,7779000,9090000,1311000,14,"Công nghệ kết nối 5G dẫn dầu xu thế, mở ra kỉ nguyên di động Galaxy mới với tốc độ vượt trội cho bạn những trải nghiệm chia sẻ, truyền phát trực tuyến đáng kinh ngạc.Hiệu năng đỉnh chópĐã tới lúc đ...",4.8,available,Samsung,https://tiki.vn/product-p171934203.html?spid=171937254
Điện Thoại Samsung A53 5G 8GB/128GB - Hàng Chính Hãng,171169353,7669000,9990000,2321000,23,"Điện Thoại Samsung A53 5G 8GB/128GB - Hàng Chính HãngBộ sản phẩm bao gồm: Thân máy, cáp sạc, dụng cụ lấy sim, sách hướng dẫn. Cuộn Lướt Mượt Mà Trên Màn Hình Tuyệt Đỉnh- Tận hưởng những hình ảnh s...",5.0,available,Samsung,https://tiki.vn/product-p171169353.html?spid=171169355
Điện Thoại Vivo T1X (4GB/64GB) - Hàng Chính Hãng,179159231,3715000,4490000,775000,17,"1. HIỆU SUẤT MẠNH MẼ, VẬN HÀNH MƯỢT MÀ1.1 Qualcomm Snapdragon 680Điện Thoại Vivo T1X (4GB/64GB) - Nói Không Với Giật LagCPU 8 nhân , Xung nhịp 2.4GHzSo sánh với Qualcomm Snapdragon 662: Hiệu suất ...",5.0,available,Vivo,https://tiki.vn/product-p179159231.html?spid=181215759
Máy tính bảng Samsung Galaxy Tab A8 (4GB/64GB) - Hàng Chính Hãng,158742790,6690000,8490000,1800000,21," Mở ra thế giới giải trí rộng lớn hơnSở hữu màn hình siêu lớn 10.5"" với thiết kế đường viền mỏng chỉ 10.2mm và tỉ lệ 16:10 chuẩn chỉnh cho bạn đắm chìm trọn vẹn vào thế giới điện ảnh ấn...",4.7,available,Samsung,https://tiki.vn/product-p158742790.html?spid=158742792
"Apple iPad Air (4th Gen) Wi-Fi, 2020",184287364,13820000,15990000,2170000,14,Nội dung về tính năngiPad Air hoàn toàn mới. Linh hoạt hơn bao giờ hết. Màn hình Liquid Retina 10.9 inch tuyệt đẹp với dải màu rộng cho bạn trải nghiệm thị giác vô cùng sống động và chi tiết khi xem ...,4.8,available,Apple,https://tiki.vn/product-p184287364.html?spid=68171131
Điện thoại Xiaomi Redmi 10 (4GB/128GB) - Hàng chính hãng,126682340,3609000,4290000,681000,16," Dòng điện thoại tầm trung được yêu thích và ưa chuộng nhất của Xiaomi chính là Redmi, nay đã ra mắt phiên bản tiếp theo với tên gọi Redmi 10. Máy mang một hiệu năng mạnh mẽ đến từ bộ vi xử lý mới, cù...",5.0,available,Xiaomi,https://tiki.vn/product-p126682340.html?spid=126682344
Điện thoại Nokia 105 4G - Hàng chính hãng,108889353,679000,709000,30000,4,"​Nokia 105 4G - Chiếc điện thoại phổ thông nổi bật với thiết kế sang trọng, khả năng nghe gọi bền bỉ trong thời gian dài, hỗ trợ công nghệ 4G cùng nhiều tiện ích giải trí hấp dẫn khác đến từ nhà Nokia...",5.0,available,Nokia,https://tiki.vn/product-p108889353.html?spid=108889355
Điện thoại bàn Panasonic KX-TGF310 hàng chính hãng,164318603,2190000,2190000,0,0,Màn hình LCD 1.8 hiển thị rõ nétLưu 50 số đến và 10 số đi; 09 số gọi nhanhDanh bạ lưu 100 tên và sốChế độ quản lý trẻ nhỏCó loa ngoài 2 chiềuKhả năng kết nối với Repeater mở rộng phạm vi phát...,5.0,available,Panasonic,https://tiki.vn/product-p164318603.html?spid=164318604
"Điện thoại smartphone Sugar A100, music smartphone - Hàng chính hãng",149776401,999000,1690000,691000,41,"Điện thoại Sugar A100 - Hàng chính hãng nguyên sealThông Số Kỹ ThuậtMàn hình: IPS LCD, 165ppi , 3.5 inches HD+Hệ điều hành: Android 8.1 OreoCamera sau: 13MPCamera trước: 5MPCPU: Mediatek MT6739 ...",5.0,available,Sugar,https://tiki.vn/product-p149776401.html?spid=171189045
Điện Thoại Bàn Homephone lắp sim - Lắp Tất Cả Các Sim Đi Động - Di Chuyển Mang Đi Khắp Nơi - Hàng Chính Hãng,62242668,735000,735000,0,0,"Chức năng hiển thị ngày, đồng hồ, báo sạc, nguồn pin;Hỗ trợ chức năng phím tắt;Hỗ trợ chức năng danh bạ điện thoạiQuản lý hồ sơ cuộc gọi hiển thị cuộc gọi đi, gọi đến.Gửi và nhận tin nhắn, chức n...",4.8,available,China Mobile,https://tiki.vn/product-p62242668.html?spid=73980178
Điện thoại Samsung Galaxy S22 Ultra 5G (12GB/256GB) - Hàng Chính Hãng,162593136,26990000,33990000,7000000,21, ...,0.0,available,Samsung,https://tiki.vn/product-p162593136.html?spid=170728628
"ĐIỆN THOẠI TÂN CỔ ĐIỂN DT4  bàn phím quay , dùng cáp điện thoại cố định nghe gọi âm thanh rõ ràng (điện thoại bàn tân cổ điển)",70839193,1890000,2100000,210000,10,"Kích thước : 26 x 18 x 21 cmChất liệu: Composite mạ đồngĐiện thoại dùng lắp như điện thoại bàn cho khách hàng lựa chọnHộp đóng mở bàn phím gọn gàng, chuông thanh bàn phím quay, nghe gọi rõ ràngKiểu Dá...",1.0,available,OEM,https://tiki.vn/product-p70839193.html?spid=70839194
Điện thoại Samsung Galaxy A04s (4GB/64GB) - Hàng chính hãng,197670818,3590000,3990000,400000,10,"Dung lượng pin lớn 5000mAh, Galaxy A04s đáp ứng đầy đủ nhu cầu giải trí liền mạch, kéo dài thời gian sử dụng lên đến 2 ngày.Sở hữu Công nghệ Sạc Nhanh 15W (*) (an toàn cho thiết bị), giúp bạn bắt nhịp...",4.0,available,Samsung,https://tiki.vn/product-p197670818.html?spid=197670820
Điện thoại Samsung Galaxy Z Fold 4 (12GB/512GB) - Hàng chính hãng,194041977,39290000,44490000,5200000,12,...,0.0,available,Samsung,https://tiki.vn/product-p194041977.html?spid=194041981
Điện Thoại Samsung A03 Core 2GB/32GB - Hàng Chính Hãng,167495996,2129000,2590000,461000,18,"Điện Thoại Samsung A03 Core 2GB/32GB - Hàng Chính HãngBộ sản phẩm bao gồm: Thân máy, sạc, cáp dữ liệu, tài liệu hướng dẫn, dụng cụ lấy sim, sách hướng dẫn. Khung Viền Mỏng Cho Trải Nghiệm Xem Tối Ư...",4.8,available,Samsung,https://tiki.vn/product-p167495996.html?spid=167496000
Máy tính bảng Lenovo Tab M10 TB-X606X (P22T 2.3Ghz/64GB/10.3-inch FHD Plus/Wifi/4G) - Hàng chính hãng,190582098,5490000,6490000,1000000,15,THÔNG SỐ KỸ THUẬT:Màu: Iron Grey (Xám)CPU: P22T TAB OC 2.3GHZ 64BITBộ nhớ: 4GB LPDDR4X + 64GBDisplay: 10.3 inch UXGA(1920x1200) IPSKết nối: Wi-Fi 802.11 a/b/g/n/ac+BT5.0Camera: 5.0MP FFPin: 1Ce...,5.0,available,Lenovo,https://tiki.vn/product-p190582098.html?spid=190582100
Điện thoại bàn Ktel 655 hàng chính hãng,170167264,388000,388000,0,0,"-       Màu: Đỏ-        655 đa chức năng, hiển thị số điện thoại gọi đến, màn hình lớn có đèn.-       Kiểu chân đế chữ V để bàn.-       Hiển thị số điện thoại gọi đến cho cả 2 hệ FSK/DTMF (tự động ...",5.0,available,KTEL,https://tiki.vn/product-p170167264.html?spid=170167266
"Điện thoại TECNO Spark 8C (4GB/64GB) - RAM tùy biến mở rộng tới 7GB |Pin 5000 mAh| 6.6"" HD+ 90Hz - Hàng chính hãng",168304456,2549000,3490000,941000,27,       Thông số kỹ thuật Công nghệ Memory Fusion (Bộ Nhớ Hợp Nhất) được thiết kế để tận dụng bộ nhớ chỉ đọc (ROM) không được sử dụng và chuyển chúng cho cá...,5.0,available,Tecno,https://tiki.vn/product-p168304456.html?spid=168304458
Điện thoại bàn Panasonic KX-TSC11 hàng chính hãng,164318470,568000,568000,0,0,"– Nhớ 50 số gọi đến 10 số gọi đi.– Khoá đường dài, di động bằng mã._ Hiển thị số gọi đến, gọi đi _ Bảo hành 1 năm _ Màu trắng _ Giá bán đã có 10% VAT...",5.0,available,Panasonic,https://tiki.vn/product-p164318470.html?spid=164318471
Điện thoại Samsung Galaxy S22 Ultra 5G (8GB/128GB) - Hàng Chính Hãng,162593114,24990000,30990000,6000000,19,...,4.3,available,Samsung,https://tiki.vn/product-p162593114.html?spid=162593120
Apple iPhone 13 Pro Max,184061913,29510000,36990000,7480000,20,iPhone 13 Pro Max. Một nâng cấp hệ thống camera chuyên nghiệp hoành tráng chưa từng có. Màn hình Super Retina XDR với ProMotion cho cảm giác nhanh nhạy hơn. Chip A15 Bionic thần tốc. Mạng 5G siêu nhan...,5.0,available,Apple,https://tiki.vn/product-p184061913.html?spid=123554531
"Điện thoại XIAOMI POCO F4 6GB+128GB /8GB+256GB | Snapdragon 870 | 6.67"" 120Hz AMOLED - Hàng chính hãng",195334253,7740000,8990000,1250000,14,"Thông số kỹ thuật:Chip: Snapdragon️ 870CPU Qualcomm️ Kryo 585 8 lõi1 x lõi chính (dựa trên A77) 3,2 GHz3 x Lõi vàng (dựa trên A77) 2,42 GHz4 x Lõi bạc (dựa trên A55), 1,8 GHzGPU: Qualcomm Adreno...",5.0,available,Xiaomi,https://tiki.vn/product-p195334253.html?spid=195334255
Điện thoại Masstel IZI 55 4G - Hàng chính hãng,153581568,599000,649000,50000,8,"       Masstel trình làng Masstel IZI 55 mẫu điện thoại phổ thông hỗ trợ 4G VoLTE thuộc series IZI, sở hữu thiết kế thân thiện, chip xử lý Unisoc, thời lượng pin ấn tượng và nhiều tính năng tiện í...",4.6,available,Masstel,https://tiki.vn/product-p153581568.html?spid=153581571
Máy đọc sách All New Kindle Oasis 3 - Hàng nhập khẩu,173387789,6190000,6550000,360000,5,"Độ phân giải màn hình cực caoMáy đọc sách All New Kindle Oasis 3 với màn hình 7 inch và mật độ ảnh 300 ppi, văn bản hiển thị trên thiết bị với chất lượng sắc nét, đọc như giấy thật ngay cả trong ánh ...",5.0,available,Kindle,https://tiki.vn/product-p173387789.html?spid=173387791
Điện thoại Nokia 110 4G - Hàng chính hãng,125753416,789000,850000,61000,7,"Thiết kế sang trọng, bền bỉNokia 110 4G sở hữu ngoại hình quen thuộc, khi sử dụng chất liệu nhựa Polycarbonate được tinh chỉnh giúp máy trở nên trẻ trung, năng động và vô cùng bắt mắt.Các cạnh bên ...",5.0,available,Nokia,https://tiki.vn/product-p125753416.html?spid=168522910
Điện thoại Xiaomi Redmi Note 11 [4GB/128GB] [6GB/128GB] |Dimensity 810| Full Ngôn Ngữ - BH 12 tháng,181503298,3990000,5690000,1700000,30," Mô tả chi tiết:Camera cao cấp mang lại trải nghiệm chụp ảnh tuyệt vờiCamera chính sử dụng cảm biến Samsung HM2 với kích thước cảm biến lớn 1/1.52 "" cùng công nghệ ghép pixel 9 trong 1 và ISO gốc k...",5.0,available,Xiaomi,https://tiki.vn/product-p181503298.html?spid=181503304
Điện thoại Samsung Galaxy A53 5G (8GB/128GB) - Hàng chính hãng,172949839,7739000,9990000,2251000,23,"Màn hình: Super AMOLED 6.5"", Full HD+Hệ điều hành: Android 12Camera sau: 64 MP + 12 MP + 5 MP + 5 MPCamera trước: 32 MPChipset: Exynos 1280RAM: 8 GBBộ nhớ trong: 128 GBCổng kết nối/sạc: Ty...",4.5,available,Samsung,https://tiki.vn/product-p172949839.html?spid=172949841
"Máy đọc sách Kindle-2019, 8GB . Màn hình (167 PPi) 6"". Model PQ85WIF. Có đèn nền và wifi - Hàng Nhập Khẩu mới 100%",180870877,1935000,1935000,0,0,Màn hình cảm ứng điện dungMáy Đọc Sách All New Kindle 8GB có màn hình cảm ứng điện dung E Ink Carta HD 6 inch với độ phân giải 1430 × 1080 và mật độ hiên thị 167ppi cho hình ảnh và chữ vô cùng sắc né...,5.0,available,Kindle,https://tiki.vn/product-p180870877.html?spid=180870881
Máy đọc sách All new Paperwhite Gen 5 (11th) màn hình 6.8 inch có đèn vàng warmlight,153581522,3690000,3690000,0,0, all new Paperwhite 5 (hay all new Paperwhite 11th Gen) là phiên bản thay thế cho chiếc Paperwhite 4 đã ra mắt từ năm 2018. Thường thì sau mỗi 2-3 năm thì nhà sản xuất mới nâng cấp sản phẩm một lần...,5.0,available,OEM,https://tiki.vn/product-p153581522.html?spid=153581526
Điện Thoại Vsmart Bee Lite 2GB/16GB - Hàng Chính Hãng,140184098,1439000,1990000,551000,28,"Điện Thoại Vsmart Bee Lite 2GB/16GB - Hàng Chính HãngBộ sản phẩm bao gồm: Thân máy, sạc, cáp USB, sách hướng dẫn sử dụng.       Thiết kế cơ bản, kiểu dáng tinh gọn, dễ dùng- Mặt lưng chất liệu nhựa...",4.3,available,Vsmart,https://tiki.vn/product-p140184098.html?spid=140184100
Apple iPhone 12,123345348,15990000,16990000,1000000,6,"Điện Thoại iPhone 12iPhone 12 đẩy nhanh mọi tác vụ với mạng 5G siêu nhanh.1 A14 Bionic, chip nhanh nhất trên điện thoại thông minh. Hệ thống camera kép mới. Với màn hình Super Retina XDR tuyệt đẹp, ...",5.0,available,Apple,https://tiki.vn/product-p123345348.html?spid=70766417
Máy tính bảng Kindle File HD 8 (10th generation - 2020) Hàng nhập khẩu,173557858,1960000,1960000,0,0,"Đánh giá máy tính bảng giá rẻ Amazon Fire HD 8 2020: Đã tốt nay còn tốt hơn!Amazon Fire HD 8 2020 với bộ xử lý nhanh hơn, dung lượng RAM mở rộng cùng cổng sạc USB-C sẽ là chiếc máy tính bảng giá rẻ cự...",4.3,available,Kindle,https://tiki.vn/product-p173557858.html?spid=173557860
"Máy tính bảng Fire HD 8 - 2021 Bộ nhớ 32Gb, Ram 2Gb",134677182,2090000,2090000,0,0,"Đánh giá máy tính bảng giá rẻ Fire HD 8 2021:Fire HD 8 2021 với bộ xử lý nhanh hơn, dung lượng RAM mở rộng cùng cổng sạc USB-C sẽ là chiếc máy tính bảng giá rẻ cực kỳ đáng sắm sửa trong năm nay.Nếu ...",4.5,available,OEM,https://tiki.vn/product-p134677182.html?spid=134677184
Máy Đọc Sách All New Kindle 2019 (10th) – Hàng Chính Hãng,14507169,2500000,2500000,0,0,Màn hình cảm ứng điện dungMáy Đọc Sách New Kindle Gen 10 (2019) có màn hình cảm ứng điện dung E Ink Carta HD 6 inch với độ phân giải 1430 × 1080 và mật độ hiên thị 167ppi cho hình ảnh và chữ vô cùng ...,4.8,available,Kindle,https://tiki.vn/product-p14507169.html?spid=17616545
"Điện thoại Itel it9210 4G , WiFi - Hàng chính hãng",145762126,639000,699000,60000,9,"Itel it9210 4G - là chiếc điện thoại phổ thông được trang bị thêm khả năng quay phim chụp ảnh, nghe nhạc với cách thức sử dụng đơn giản. Khá bất ngờ khi máy hỗ trợ kết nối Wifi cùng mạng di động 4G, m...",1.0,available,OEM,https://tiki.vn/product-p145762126.html?spid=171217533
Điện thoại Nokia C21 Plus (2GB/32GB) - Hàng chính hãng,191477618,1990000,2590000,600000,23,"Màn hình: IPS LCD 6.52"", HD+ (720 x 1600 Pixels) Hệ điều hành: Android 11 (Go Edition) Camera sau: 13 MP + 2 MP Camera trước: 5 MP Chipset: Unisoc SC9863A RAM: 2 GB Bộ nhớ trong: 32 GB Cổng kết...",5.0,available,Nokia,https://tiki.vn/product-p191477618.html?spid=197539507
Apple iPhone 14 Plus,197214015,24990000,27990000,3000000,11,"Nội dung quảng cáoiPhone 14 Plus. Nghĩ lớn cùng màn hình 6,7 inch lớn hơn1 và thời lượng pin bền bỉ cả ngày.2 Chụp những bức ảnh tuyệt đẹp trong điều kiện thiếu sáng và dư sáng cùng hệ thống camera k...",5.0,available,Apple,https://tiki.vn/product-p197214015.html?spid=197214017
Điện thoại Samsung Galaxy A33 5G (6GB/128GB) - Hàng chính hãng,175147005,6209000,8490000,2281000,27,"Màn hình: Super AMOLED 6.4"", Full HD+Hệ điều hành: Android 12Camera sau: 48 MP + 8 MP + 5 MP + 2 MPCamera trước: 13 MPChipset: Exynos 1280RAM: 6 GBBộ nhớ trong: 128 GBCổng kết nối/sạc: Type...",4.2,available,Samsung,https://tiki.vn/product-p175147005.html?spid=175147013
Điện thoại bàn Panasonic KX-TS560 hàng chính hãng,170727266,660000,660000,0,0,"Màn hình LCD hiển thị rõ ràng và dễ đọc.Hiển thị số  gọi đến, gọi đi.Nhớ năm mươi số gọi đến, hai mươi số gọi đi.Danh bạ năm mươi tên và số điện thoại.Bàn phím to dễ sử dụng, thao tác đơn giản.K...",5.0,available,Panasonic,https://tiki.vn/product-p170727266.html?spid=170727270
Điện Thoại Samsung Galaxy M12 (4GB/64GB) - Hàng Chính Hãng,99376042,3499000,3699000,200000,5,"Màn Hình Rộng, Trải Nghiệm Nhiều HơnĐiện Thoại Samsung Galaxy M12 (4GB/64GB) thoải mái trải nghiệm nhiều nội dung hơn với màn hình tràn viền vô cực Infinity-V 6,5 inch trên mãnh thú Galaxy M12.Công...",4.8,available,Samsung,https://tiki.vn/product-p99376042.html?spid=160203329
Điện thoại Samsung Galaxy A03 Core (2GB/32GB) - Hàng chính hãng - ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ,166389506,2150000,2590000,440000,17,GalaxyA03 Core có kết cấu đường cong mượt mà với thân máy để nâng cao khả năng cầm nắm. Màn hình rộng cho phép thưởng thức video một cách trọn vẹn nhất. Các họa tiết kẻ sọc thêm phần phong cách và bắt...,5.0,available,Samsung,https://tiki.vn/product-p166389506.html?spid=166389508
Điện Thoại Nokia C21 Plus 2GB/32GB - Hàng Chính Hãng,178575037,2009000,2690000,681000,25,"Điện Thoại Nokia C21 Plus 2GB/32GB - Hàng Chính HãngBộ sản phẩm gồm: Thân máy, cáp Micro USB, sạc, tai nghe, ốp lưng, sách hướng dẫn. Giải Trí Bất Tận Trên Màn Hình Lớn- Màn hình 6,5 inch rực rỡ h...",5.0,available,Nokia,https://tiki.vn/product-p178575037.html?spid=178575039
Điện Thoại Xiaomi Redmi 10C 4GB/128GB - Hàng Chính Hãng,170775712,3249000,3890000,641000,16,"Điện Thoại Xiaomi Redmi 10C 4GB/128GB - Hàng Chính HãngBộ sản phẩm bao gồm: Pin, sạc, cáp USB kiểu C, hướng dẫn, cây tháo sim. Màn hình sắc nét, giải trí đỉnh cao- Redmi 10C trang bị màn hình k...",4.8,available,Xiaomi,https://tiki.vn/product-p170775712.html?spid=170775714
Máy tính bảng Fire HD 10 Plus 2021 thế hệ 11th,131028406,4050000,4050000,0,0,Thông số Máy Tính Bảng Fire HD 10 - 2021 ( 11th generation )Thời gian pinTrên 12hThương hiệuOEMXuất xứ thương hiệuMỹThời gian sạc4-5hKích thước262 mm x 159 mm x...,5.0,available,OEM,https://tiki.vn/product-p131028406.html?spid=131028407
Máy đọc sách Kobo Libra 2 - hàng nhập khẩu,139632023,4950000,4950000,0,0,"Bản nâng cấp cập nhật của Kobo Libra H20 mới ra mắt, mở bán lần đầu trên thế giới ngày 20/10/2021 . Cùng với Kobo Sage,  phiên bản được mong chờ nhất cuối năm 2021.Chiếc máy đọc sách nào hoàn hảo cho...",5.0,available,Kobo,https://tiki.vn/product-p139632023.html?spid=140617096
Máy Tính Bảng OPPO Pad Air (4GB/64GB) | Màn Hình 2K 1 tỷ Màu | Chip Snapdragon 680 | Hàng Chính Hãng,194498804,6890000,6990000,100000,1,...,4.7,available,OPPO,https://tiki.vn/product-p194498804.html?spid=194498806
Điện Thoại Samsung Galaxy A33 5G (6GB/128GB) - Hàng Chính Hãng - Đã kích hoạt bảo hành điện tử,177141832,8490000,8490000,0,0,"Samsung Galaxy A33 5G ra mắt vào ngày 17/03, được xem là bản cập nhật khá lớn so với thế hệ tiền nhiệm Galaxy A32 về thiết kế đến thông số kỹ thuật bên trong, nhằm mang đến vẻ ngoài đẹp mắt cũng như c...",5.0,available,Samsung,https://tiki.vn/product-p177141832.html?spid=177141834
Điện thoại Smartphone Sugar A100 2GB/16GB 4G LTE - Hàng chính hãng,171190775,1049000,1690000,641000,38,"Điện thoại Sugar A100 - Hàng chính hãng nguyên sealThông Số Kỹ ThuậtMàn hình: IPS LCD, 165ppi , 3.5 inches HD+Hệ điều hành: Android 8.1 OreoCamera sau: 13MPCamera trước: 5MPCPU: Mediatek MT6739 ...",4.2,available,Sugar,https://tiki.vn/product-p171190775.html?spid=171190777
Máy Tính Bảng Samsung Galaxy Tab A7 Lite LTE T225 (3GB/32GB) ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ - Hàng Chính Hãng,105830021,3269000,4290000,1021000,24,"Giải trí bất tận mọi lúc, mọi nơiMáy Tính Bảng Samsung Galaxy Tab A7 Lite LTE T225 (3GB/32GB) ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ - Hàng Chính Hãng - Đắm chìm trong thế giới giải trí ở bất cứ nơi đâu với m...",4.8,available,Samsung,https://tiki.vn/product-p105830021.html?spid=138831457
Điện thoại Itel A26 (2GB/32GB) - Bảo hành 12 tháng - Hàng chính hãng ,155339564,1400000,1990000,590000,30,"Itel A26 được ra mắt vào ngày 22 tháng 9 năm 2021 sở hữu ngoại hình đẹp với cấu hình tốt với mức giá cực tốt, chạy trên hệ điều hành Android 10 (Go Edition) mượt mà.Ngoại hình được chau chuốt tinh tế...",4.6,available,OEM,https://tiki.vn/product-p155339564.html?spid=176037652
Điện thoại Samsung Galaxy A03 (3GB/32GB) - Hàng chính hãng - Đã kích hoạt bảo hành điện tử,159725951,2390000,3990000,1600000,40,"Màn hình lớn hơn, trải nghiệm nhiều hơnThưởng thức nhiều nội dung ở chất lượng cao hơn với màn hình tràn viền vô cực Infinity-V 6.5"". Công nghệ HD+ tái hiện mọi hình ảnh sống động, sắc nét cho trải ng...",4.7,available,Samsung,https://tiki.vn/product-p159725951.html?spid=196153418
Điện thoại Samsung Galaxy S22 Ultra 5G (12GB/256GB) - Hàng Chính Hãng,162593136,26990000,33990000,7000000,21, ...,0.0,available,Samsung,https://tiki.vn/product-p162593136.html?spid=170728628
Điện thoại Nokia C20 (2GB/16GB) - Hàng Chính Hãng,126050455,1609000,2290000,681000,30,Nokia C20 sở hữu thiết kế và cấu hình được tối giản hết mức nhưng vẫn có đầy đủ tính năng giải trí đa phương tiện của smartphone thông thường. Với một mức giá siêu hấp dẫn là người dùng phổ thông đã c...,4.6,available,Nokia,https://tiki.vn/product-p126050455.html?spid=135538835
Điện Thoại Xiaomi Redmi Note 11 4GB/128GB - Hàng Chính Hãng,160819119,4089000,4990000,901000,18,"Điện Thoại Xiaomi Redmi Note 11 4GB/128GB - Hàng Chính HãngBộ sản phẩm bao gồm: Pin, sạc, cáp USB kiểu C, ốp lưng, hướng dẫn, cây tháo sim. Màn hình rộng hiển thị tuyệt vời từ nhiều góc nhìn- Redm...",4.6,available,Xiaomi,https://tiki.vn/product-p160819119.html?spid=160819121
Điện Thoại Samsung Galaxy A73 5G (8GB/128GB) - Hàng chính hãng - ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ,177746939,9569000,11990000,2421000,20,"Samsung Galaxy A73 5G 128GB được xem là sản phẩm nổi bật nhất dòng Galaxy A 2022 mới ra mắt, máy trang bị bộ thông số kỹ thuật ấn tượng về phần hiệu năng, chất lượng màn hình và nổi bật nhất trong số ...",4.8,available,Samsung,https://tiki.vn/product-p177746939.html?spid=177746945
Điện Thoại TECNO Spark 7T (KF6P) 4GB/64GB - Camera 48MP | 6000 mAh | Helio G35 | Hàng Chính Hãng - Hàng Chính Hãng,133599948,2499000,3469000,970000,28,"     Để SPARK lãnh đạo thời trangKinh doanh ở phía trước, Tiệc tùng ở phía sau. SPARK 7T mang lại mẫu mã cân xứng hoàn hảo và các chức năng tốt nhất trong phân khúc dưới...",5.0,available,Tecno,https://tiki.vn/product-p133599948.html?spid=135596523
"Máy đọc sách Kindle PaperWhite 8GB-2021. Màn hình độ phân giải cao (300 PPI) 6,8 Inch. Có đèn nền và Wifi. Model PQ89WIF-, Hàng nhập khẩu . New 100%",180381390,3599000,3599000,0,0,Mô Tả Sản PhẩmAmazon vừa chính thức ra mắt thế hệ tiếp theo của dòng máy đọc sách Kindle Paperwhite.Kindle Paperwhite 5 (hay Kindle Paperwhite 11th Gen) là phiên bản thay thế cho chiếc Kindle ...,4.5,available,Kindle,https://tiki.vn/product-p180381390.html?spid=180381391
Điện thoại Panasonic KX-TS520MX - Hàng chính hãng,11374712,439000,449000,10000,2,"Điện thoại để bàn Panasonic KX-TS520- Nhớ được 50 số gọi đến và 20 số gọi đi.- Danh bạ lưu được 50 số điện thoại.- Gọi nhanh bằng một phím bấm: 20 số.- Kiểu dáng mới lạ.- Chế độ câm tiếng, có nhạc chờ...",5.0,available,OEM,https://tiki.vn/product-p11374712.html?spid=169771261
